,City,State,Latitude,Longitude
1205,Lancaster,PA,,
1206,Union Beach,NJ,,
1207,Boylston,MA,,
1209,Sterling Heights,MI,,
1210,Santa Ana,CA,,
1211,Richfield,UT,,
1212,Philadelphia,PA,,
1215,Unity,NH,,
1216,Norwood,MA,,
1217,San Jose,CA,,
1218,Conyers,GA,,
1219,Mocksville,NC,,
1220,McAllen,TX,,
1221,Kearney,NE,,
1222,Orlando,FL,,
1223,Safford,AZ,,
1224,Lake City,FL,,
1225,Yakutat,AK,,
1226,Boulder,UT,,
1227,"Interstate 80.  Between York, Nebraska and Aurora, Nebraska ",NE,,
1228,"Friend (Hwy 15, approx. 4 miles SE of)",NE,,
1229,Englewood,FL,,
1230,Eldridge,CA,,
1231,Marfa,TX,,
1233,Tabor City,NC,,
1235,Parma,OH,,
1237,Las Vegas,NV,,
1240,Desert Center (near),CA,,
1241,Great Falls,MT,,
1242,Navarre,FL,,
1244,New York City (Brooklyn),NY,,
1245,Fort Klamath,OR,,
1247,Myrtle Beach,SC,,
1248,Ashland,OR,,
1249,Phoenix,AZ,,
1250,High Point,NC,,
1251,Atco,NJ,,
1252,Jacksonville,AR,,
1254,Council Bluffs,IA,,
1255,Highway 64,AZ,,
1256,Stanwood,WA,,
1257,Longview,TX,,
1258,St. Louisville,OH,,
1259,Welcome,NC,,
1260,Plymouth,WI,,
1261,Palm Springs,CA,,
1262,Palm Springs,CA,,
1263,Wethersfield,CT,,
1264,Quartzsite,AZ,,
1265,Jamestown,KS,,
1267,Price,UT,,
1270,Oak Forest,IL,,
1271,San Bernardino,CA,,
1272,Nashville,TN,,
1273,Syracuse,NY,,
1274,Birmingham,AL,,
1275,Sugar Grove,IL,,
1277,Vernal,UT,,
1278,Los Angeles,CA,,
1279,Woodland Park,CO,,
1280,Las Vegas,NV,,
1281,Prince George,VA,,
1282,Virginia Beach,VA,,
1283,Johnston,RI,,
1284,Miami,TX,,
1286,Coldwater,MI,,
1287,Rio Ranchi,NM,,
1289,Longdale,OK,,
1290,Sidney,NE,,
1291,Virginia Beach,VA,,
1292,Virginia Beach,VA,,
1293,Rural Alaska community,AK,,
1294,natchitoches,LA,,
1295,Douglasville,GA,,
1296,Lakewood,CA,,
1297,Blue Ridge,GA,,
1298,Everett,WA,,
1299,Lancaster,PA,,
1300,Fort Edward,NY,,
1301,Abilene,TX,,
1303,Des Moines,IA,,
1305,Maysville,NC,,
1306,Wallowa,OR,,
1307,Wellsville,NY,,
1310,Camarillo,CA,,
1312,Sparks,NV,,
1313,Katy,TX,,
1315,Columbia,PA,,
1316,Haddonfield,NJ,,
1317,Bear,DE,,
1318,Fountain Valley (2hrs N of; on I-5 S),CA,,
1319,Chiefland,FL,,
1320,St. Loisville,OH,,
1322,Karthaus,PA,,
1323,Baileys Harbor,WI,,
1324,Asheville,NC,,
1325,Airway Heights,WA,,
1326,Bonita Springs,FL,,
1327,Topaz Lake,NV,,
1328,Timmonsville,SC,,
1329,Santa Maria,CA,,
1330,coventry,RI,,
1331,Mentor-on-the-Lake,OH,,
1332,Inglewood,CA,,
1333,Seattle,WA,,
1334,Milwaukee,WI,,
1337,Springfield (Camp Creek Road),OR,,
1338,Springfield,OR,,
1339,Minot,ND,,
1340,Sedona,AZ,,
1342,Bellflower,CA,,
1343,Lakewood,CA,,
1344,Johns Creek,GA,,
1345,Sanford,NC,,
1346,Alfred,ME,,
1347,Los Angeles,CA,,
1348,Narragansett,RI,,
1350,Millinocket,ME,,
1351,Tucson,AZ,,
1352,Bruneau,ID,,
1353,Harpersfield,OH,,
1354,Albuquerque,NM,,
1355,Hyannis,MA,,
1356,Rochester,NY,,
1357,Newberry Crater National Monument,OR,,
1358,Saint John,IN,,
1359,Duxbury,MA,,
1361,Huntington,IN,,
1362,Jackson,NJ,,
1363,Ararat,VA,,
1364,Tucson,AZ,,
1366,Granite Falls,WA,,
1367,Jackson,KY,,
1368,,NM,,
1369,Cromwell (near),MN,,
1370,Texas (east; above),TX,,
1371,Myrtle Beach,SC,,
1372,Pleasant Lake,MI,,
1373,Carlsbad,CA,,
1374,Columbus,OH,,
1375,Morris Plains,NJ,,
1376,PortTownsend,WA,,
1378,Bozeman,MT,,
1379,Prescott,AZ,,
1380,Myrtle Beach,SC,,
1381,Woodland Hills,CA,,
1383,Rooseveltown,NY,,
1384,Granville,IA,,
1385,Stafford,VA,,
1386,Marfa,TX,,
1387,Farson,WY,,
1388,Killeen,TX,,
1389,New Mexico,NM,,
1390,Binghamton,NY,,
1391,Philippine Sea/Pacific Ocean,CA,,
1392,Murrells Inlet,SC,,
1393,Murrells Inlet,SC,,
1394,Bellmore,NY,,
1395,Harrison,GA,,
1396,Easton,PA,,
1397,Brewster,MA,,
1398,Aberdeen,WA,,
1399,North Little Rock,AR,,
1400,Flagstaff,AZ,,
1402,Warsaw,IN,,
1403,East Prospect,PA,,
1404,Albuquerque,NM,,
1405,Corvallis,OR,,
1406,Lawrenceville,GA,,
1407,Beaver Crossing (approx. 15 miles from I-80 loop; near ),NE,,
1408,Burien,WA,,
1409,Granville,MA,,
1410,San Diego,CA,,
1411,na,DC,,
1412,Hattiesburg,MS,,
1413,Colorado (on interstate),CO,,
1414,Fuquay Varina,NC,,
1415,Union City,MI,,
1416,Virginia Beach,VA,,
1417,Kalispell,MT,,
1418,Portsmouth,NH,,
1419,New York City (Brooklyn),NY,,
1420,Maluhia (Maui),HI,,
1421,Philadelphia,PA,,
1423,Gold Canyon,AZ,,
1424,Salt Lake City,UT,,
1425,Lawrence,KS,,
1426,Olive Branch,MS,,
1427,Missoula,MT,,
1428,Knox,IN,,
1432,Webster,SD,,
1433,Cary,NC,,
1434,Stafford,VA,,
1435,Minneapolis,MN,,
1436,St. Louis,MO,,
1437,In-flight (exact location unknown),IL,,
1438,Jackson,MS,,
1440,West Orange,NJ,,
1441,Shell Bluff,GA,,
1443,Longmont,CO,,
1444,Longmont,CO,,
1445,Kenai,AK,,
1447,Gaffney,SC,,
1448,Stony Brook,NY,,
1449,Cape Girardeau,MO,,
1450,Hartford,KY,,
1451,Heber,UT,,
1452,New York City (Staten Island),NY,,
1454,Broken Arrow,OK,,
1455,San Bernardino,CA,,
1456,Licking,MO,,
1457,Birmingham,AL,,
1458,Las Vegas,NV,,
1459,Naples,FL,,
1461,Bradenton,FL,,
1462,Rushville,IN,,
1464,North Port,FL,,
1465,"Midwest U. S. (on airplane, inflight)",MD,,
1466,Parsippany,NJ,,
1468,Rapid City,SD,,
1469,Burlingame,CA,,
1471,Cold Spring,NY,,
1472,Norwalk,CA,,
1473,Rochester,MN,,
1475,Lake Wales,FL,,
1477,Stanfield,OR,,
1478,Charlestown,IN,,
1479,Tucson,AZ,,
1480,Jacksonville,FL,,
1481,Central Paint,OR,,
1482,Picture Rocks,AZ,,
1483,Scottsdale,AZ,,
1484,New Orleans,LA,,
1485,Henderson,NV,,
1486,Welcome,NC,,
1487,Denver,CO,,
1488,Clarksville,AR,,
1489,Princeton,LA,,
1490,Readington,NJ,,
1491,Santa Clara,CA,,
1492,Vancouver,WA,,
1493,Medway,MA,,
1495,Hayden,ID,,
1496,Anacortes,WA,,
1497,Crockett,TX,,
1498,Plainview,NY,,
1500,Boise,ID,,
1501,Riverside,CA,,
1502,Lawrenceville,GA,,
1503,New York City (Brooklyn),NY,,
1504,Middletown,CA,,
1505,Antioch,CA,,
1506,Monroeville,IN,,
1507,Agoura Hills,CA,,
1508,Pascagoula,MS,,
1509,San Jose,CA,,
1510,Oklahoma City,OK,,
1511,Anchorage,AK,,
1512,Joshua Tree National Monument,CA,,
1513,Robert,LA,,
1514,Omaha,NE,,
1515,Ypsilanti,MI,,
1516,Valley Center,KS,,
1517,Victor,NY,,
1518,,AZ,,
1519,McNary/Sunrise Ski Resort (between),AZ,,
1521,Laughlin,NV,,
1522,Roseville,CA,,
1524,Battle Mountain,NV,,
1525,Elk,WA,,
1526,Seagoville,TX,,
1527,Cleveland,GA,,
1528,Riverside,CA,,
1529,New Springfield,OH,,
1530,Alsip,IL,,
1531,Coulterville,IL,,
1532,San Diego,CA,,
1535,Ridgefield,WA,,
1537,Cary,NC,,
1538,Holiday,FL,,
1539,Chico,CA,,
1540,Chicago,IL,,
1541,Holiday/Tarpon Springs,FL,,
1542,Jacksonville,FL,,
1543,Palm Desert,CA,,
1544,Charleston,SC,,
1545,"San Elijo Hills (near it, on a hill top)",CA,,
1546,Arizona (southern; on highway),AZ,,
1549,Pomona,CA,,
1550,Pittsford,MI,,
1551,Orange,TX,,
1552,Boise,ID,,
1554,Salt Lake City,UT,,
1555,Reno,NV,,
1557,Oriental,NC,,
1558,Loomis (closest town),WA,,
1559,Exeter,ME,,
1560,Plymouth,MA,,
1561,Durham,NH,,
1563,Littleton,CO,,
1565,Bloomington,MN,,
1566,Palm Beach,FL,,
1567,Flushing,NY,,
1568,Hudson,FL,,
1569,El Paso,IL,,
1570,Steens,MS,,
1572,Steens,MS,,
1573,Southbridge,MA,,
1574,Ocracoke Island,NC,,
1575,Normal,IL,,
1576,New York City (Manhattan),NY,,
1577,Edwards AFB,CA,,
1579,Arlington,WA,,
1580,Lynnwood,WA,,
1581,Doylestown,PA,,
1582,Queen Creek,AZ,,
1583,Spanaway,WA,,
1585,Coeur d'Alene,ID,,
1586,Lexington,MI,,
1587,Nashville,TN,,
1588,Pacific Grove,CA,,
1591,Everett/Marysville,WA,,
1594,Gila Bend,AZ,,
1595,Columbia,PA,,
1596,Bowling Green,KY,,
1597,Outing,MN,,
1600,North Kingstown,RI,,
1601,New Brighton,MN,,
1602,Atlanta,GA,,
1603,Goose Creek,SC,,
1604,Pillar Point Air Base,CA,,
1606,Los Angeles,CA,,
1607,Blackfoot,ID,,
1608,Bremerton,WA,,
1609,Arvada,CO,,
1610,Lake Leelanau,MI,,
1611,Clarkson,NY,,
1614,Manasquan,NJ,,
1618,Clermont,GA,,
1619,Boise,ID,,
1620,Oak Forest,IL,,
1621,Tinley Park,IL,,
1622,Tinley Park,IL,,
1623,Tinley Park,IL,,
1624,Newport,OR,,
1625,Tukwila/Renton,WA,,
1626,Macomb,IL,,
1627,Agawam,MA,,
1628,Brady,NE,,
1629,Gulf Shores,AL,,
1633,Poinciana,FL,,
1634,St. Louis,MO,,
1635,Goshen,OH,,
1636,Ocean City,MD,,
1637,St. Paul,MN,,
1638,Cranston,RI,,
1640,Roswell,NM,,
1641,Cashion,AZ,,
1642,Albuquerque,NM,,
1643,Mount Holly,VT,,
1645,Mayfield Heights,OH,,
1646,Loveland,CO,,
1647,Loveland,CO,,
1648,Valentine,TX,,
1649,Matunuck,RI,,
1650,Cincinnati,OH,,
1651,Piceance Creek,CO,,
1652,San Francisco,CA,,
1653,Terrell,TX,,
1654,Santa Rosa / Novato,CA,,
1656,Gibson City,IL,,
1657,St. Augustine,FL,,
1658,Florence,SC,,
1659,Sedona,MT,,
1660,Duluth,MN,,
1661,Locust,NJ,,
1662,Jamestown,ND,,
1663,Myrtle Beach,SC,,
1664,Litchfield,PA,,
1665,Desert,CA,,
1666,Murrieta,CA,,
1667,Minot,ND,,
1668,Independence,MO,,
1671,Attalla/Gadsden,AL,,
1675,Marblehead,MA,,
1676,Alpharetta,GA,,
1677,Ellicott City,MD,,
1679,West Palm Beach,FL,,
1680,Chesterton,IN,,
1681,Lewisville,TX,,
1682,Lewisville,TX,,
1683,St. Augustine,FL,,
1684,Fort Lauderdale,FL,,
1685,National Park,CA,,
1686,New York City (Forest Hills),NY,,
1687,Green Bay,WI,,
1688,Green Bay,WI,,
1689,Tinley Park,IL,,
1690,Chicago,IL,,
1691,Green Bay,WI,,
1692,Orient,OH,,
1694,Lafayette,IN,,
1695,Lafayette,IN,,
1696,Area 51 (west of),NV,,
1697,Geneseo,NY,,
1698,Bedford,IN,,
1699,Meriden,CT,,
1700,McMinnville,OR,,
1701,New Rochelle,NY,,
1704,Minneapolis,MN,,
1706,Calabash,NC,,
1707,Trenton,NJ,,
1708,Saugus,CA,,
1709,Punta Gorda (near) (I-75; near Kings Highway Exit),FL,,
1710,Groves,TX,,
1711,Calexico,CA,,
1712,Edgewater (over Hudson river),NJ,,
1713,Sedona,AZ,,
1714,Gainesville,FL,,
1716,Fresno,CA,,
1718,Columbia,MO,,
1719,Mahwah,NJ,,
1720,Lakewood/Denver,CO,,
1721,Las Vegas,NV,,
1722,Eureka,CA,,
1723,Nevada (above; in flight; 37000 ft.),NV,,
1724,Buckingham County,VA,,
1725,Gaston,OR,,
1726,Newport,RI,,
1728,Ft. Sill,OK,,
1730,St. Joseph,MI,,
1731,Pacific Ocean (San Diego; 40 miles from),CA,,
1734,Vancleave,MS,,
1735,Piedmont,KS,,
1736,Ritzville (near; on I-90),WA,,
1738,Syracuse,NY,,
1739,Halifax,MA,,
1741,Taylor Mill,KY,,
1742,Sandpoint,ID,,
1743,Lake Station,IN,,
1745,Rio Hondo,TX,,
1746,Idaho Falls,ID,,
1747,Harlingen,TX,,
1748,Philadelphia,PA,,
1749,Bethel,OH,,
1750,Headland,AL,,
1752,Sausalito,CA,,
1754,Boca Raton,FL,,
1755,Fort Pierce,FL,,
1756,Homosassa,FL,,
1757,Boulder,CO,,
1758,Bowling Green,KY,,
1759,Cedar City,UT,,
1760,Warrenton,GA,,
1761,Jacksonville,FL,,
1762,Chicago,IL,,
1763,San Jose,CA,,
1764,Manchester,CT,,
1765,Searchlight,NV,,
1766,I-10 between Phoenix and Tucson,AZ,,
1767,Fairbanks,AK,,
1768,Fairbanks,AK,,
1769,Fairbanks,AK,,
1770,La Jolla,CA,,
1771,Marathon,FL,,
1773,Bellevue,WA,,
1774,Manat (Puerto Rico),NJ,,
1775,Croswell,MI,,
1776,Wikitravel,HI,,
1777,Rapid City,SD,,
1780,Rockford,IL,,
1781,Phoenix,AZ,,
1782,Lancaster,SC,,
1783,Riverside,CA,,
1785,Westmont,NJ,,
1787,Lexington,NC,,
1788,Horn Lake,MS,,
1789,Mineral Springs,NC,,
1790,Rochester,NY,,
1791,Tucson,AZ,,
1792,Elwood (in and near),IN,,
1793,Phoenix,AZ,,
1794,Columbia,CT,,
1795,Souderton,PA,,
1797,Grand Junction,CO,,
1798,San Marcos,TX,,
1800,Las Vegas (?),NE,,
1801,Miami,FL,,
1802,Kelseyville,CA,,
1803,Laguna Pueblo,NM,,
1804,Delray Beach,FL,,
1805,Partlow,VA,,
1807,Ontario,OR,,
1808,Howell,NJ,,
1809,California,CA,,
1810,Bethel,OH,,
1811,Bethel,OH,,
1812,Rockford,MI,,
1813,Saucier,MS,,
1814,Cornelius,NC,,
1815,Hayden,ID,,
1818,Deer Isle,ME,,
1819,Deer Isle,ME,,
1820,Mecca,CA,,
1822,Palmetto,GA,,
1823,Chaska,MN,,
1824,Portage,MI,,
1825,Littleton,CO,,
1826,Irving,TX,,
1827,Mountain Home,ID,,
1828,Ringe,NH,,
1829,Somerset,NJ,,
1830,Hollywood,CA,,
1831,Lake Forest,CA,,
1832,P. Lakes,FL,,
1833,Tucson,AZ,,
1835,Oak Harbor,WA,,
1836,Springfield,MA,,
1837,Lake Stevens,WA,,
1838,Chester,VA,,
1840,Lake Las Vegas Henderson,NV,,
1841,Wentzville,MO,,
1843,Pomona,CA,,
1844,Clovis,CA,,
1845,Greene/Lewiston,ME,,
1846,Ben Wheeler,TX,,
1847,Nolanville,TX,,
1849,Satellite Beach,FL,,
1850,Sullivans Island,SC,,
1851,Orchard Lake,MI,,
1852,Little Falls,MN,,
1853,Lincoln,NE,,
1855,Cut Bank,MT,,
1857,Barstow,CA,,
1858,Long Branch,NJ,,
1859,Montague,MA,,
1860,Lodge,SC,,
1864,Lake Havasu City,AZ,,
1866,Troy,MI,,
1867,Edmonds,WA,,
1868,Adams County,OH,,
1869,Holstein,IA,,
1871,Troy/Rochester Hills,MI,,
1872,Spokane,WA,,
1873,Burnsville,NC,,
1874,Fort Knox,KY,,
1875,Palmdale,CA,,
1876,Roman Nose State Park,OK,,
1877,Wayland,MA,,
1878,Jackson,PA,,
1879,Ada,OK,,
1880,Ridgetop,TN,,
1881,Parsons,KS,,
1882,Sun Valley,NV,,
1884,Roseburg,OR,,
1885,Altoona,PA,,
1886,Sun Valley,NV,,
1889,Olean,NY,,
1890,Jacksonville,FL,,
1891,St. Petersburg,FL,,
1893,Rossville,GA,,
1894,Tucson,AZ,,
1895,Sioux city,IA,,
1896,Signal Mtn.,TN,,
1899,Laguna Woods,CA,,
1900,Exeter,NH,,
1901,Stony Brook,NY,,
1902,Twin Falls,ID,,
1903,Corsicana,TX,,
1904,Healdsburg,CA,,
1905,Johnston,RI,,
1906,Silva,MO,,
1908,Koh Samui (Thailand),FL,,
1910,Colorado Springs,CO,,
1911,Palatine,IL,,
1912,Fort Pierce,FL,,
1913,Milan,TN,,
1914,Italy,TX,,
1915,Vancouver,WA,,
1916,Frostproof,FL,,
1917,Amarillo,TX,,
1918,Bellevue,WA,,
1919,Ashland,OR,,
1920,Ashland,OR,,
1921,Palm Springs,CA,,
1922,Chester,IL,,
1923,West Valley,UT,,
1924,Nikiski,AK,,
1925,Scobey,MT,,
1926,White Township,NJ,,
1927,Louisville,KY,,
1928,Croswell,MI,,
1929,Paincines (Pinnacle Rocks in Pinnacles National Monument),CA,,
1930,Evans City,PA,,
1931,Stockbridge,GA,,
1932,Lagrange,NY,,
1933,Liberty,MO,,
1934,Melbourne Beach,FL,,
1936,Randleman,NC,,
1937,Chicago (in-flight sighting),IL,,
1938,Driscoll (near),TX,,
1939,North Bergen,NJ,,
1940,New York City (Brooklyn),NY,,
1942,East Millinocket,ME,,
1943,St. Louis,MO,,
1944,Fort Myers,FL,,
1945,Harrington (5 miles west of),WA,,
1946,Pendleton,KY,,
1947,Valley Springs,CA,,
1948,Kent,WA,,
1949,Winston-Salem,NC,,
1950,Simsbury,CT,,
1951,Hartford,KS,,
1952,Council Bluffs,IA,,
1953,Huntsville,AL,,
1955,Church Hill,TN,,
1956,Center City,MN,,
1957,Barstow,CA,,
1958,Greenville,SC,,
1959,Grand Junction,CO,,
1960,Alexandria,VA,,
1961,Henderson/Las Vegas,NV,,
1962,Phoenix,AZ,,
1963,Salt Lake City,UT,,
1964,Westmorland,NY,,
1966,Glasgow,KY,,
1967,Television broadcast,FL,,
1970,Pinnacles National Monument,CA,,
1971,unknown,CA,,
1972,Virginia Beach,VA,,
1974,Detroit Lakes,MN,,
1975,Bay City,MI,,
1977,Willow Springs,MO,,
1978,Lewisburg,PA,,
1979,Loris,SC,,
1980,Lexington,SC,,
1981,Rock Island,IL,,
1982,Columbia,PA,,
1985,Concord,CA,,
1986,Wolf Point,MT,,
1988,Loveland,CO,,
1989,Benbrook,TX,,
1990,Chaska,MN,,
1991,Pullman,WA,,
1994,Eagle Butte,SD,,
1996,Owasso,OK,,
1997,Temecula,CA,,
1998,Zeeland,MI,,
2001,Springfield,OH,,
2002,Conneautville,PA,,
2003,Poteau,OK,,
2004,Imperial,MO,,
2005,Baraboo,WI,,
2006,De Soto,MO,,
2007,Kerhonkson,NY,,
2008,Mora,MN,,
2010,Lakeland,WA,,
2011,Beaverton,OR,,
2012,Port Saint Lucie,FL,,
2013,Carmichael,CA,,
2014,,AZ,,
2015,Leroy Township,OH,,
2016,Brook Park,OH,,
2017,Fort Benning,GA,,
2018,Tuscaloosa,AL,,
2019,Murray,KY,,
2020,Cane Hill,AR,,
2021,Roscoe,MT,,
2022,Queensbury,NY,,
2023,Altadena,CA,,
2024,Davie,FL,,
2025,San Diego,CA,,
2026,Roswell,NM,,
2027,Columbia,MO,,
2028,Conway,AR,,
2029,Woodbury,TN,,
2030,Braintree,MA,,
2032,Gulfport,MS,,
2035,Nazareth,PA,,
2037,Henderson,NV,,
2039,Presque Isle,MI,,
2040,Detroit area,MI,,
2041,Gila Bend,AZ,,
2042,Nazareth,PA,,
2043,San Pedro Mountain Area,NM,,
2044,Evanston,IL,,
2046,Fort Payne,AL,,
2048,Wolf Point,MT,,
2049,Elko,NV,,
2050,Marysville,WA,,
2053,Taunton,MA,,
2055,Sedona,AZ,,
2056,Lompoc,CA,,
2057,Olympia,WA,,
2058,Plainfield,IN,,
2059,Bellingham,WA,,
2060,Lamy,NM,,
2062,Portland,OR,,
2063,St. Petersburg,FL,,
2065,College Station,TX,,
2066,College Station,TX,,
2067,Estacada,OR,,
2068,Oakland,ME,,
2069,San Diego,CA,,
2071,Sturgis,SD,,
2072,Kimberling City,MO,,
2073,San Diego,CA,,
2074,,WV,,
2075,Rockford,IL,,
2076,Equator,HI,,
2077,Lenoir,TN,,
2078,Corfu,NY,,
2079,Fayetteville,AR,,
2080,Flushing,NY,,
2082,Galveston,TX,,
2083,East Orange,NJ,,
2084,West Bend,WI,,
2085,Berwyn,IL,,
2086,Fawn Grove,PA,,
2088,Bellingham,WA,,
2089,Circleville,OH,,
2090,Big Lake,MN,,
2091,Chicago,IL,,
2092,San Antonio,TX,,
2094,Ellsworth,WI,,
2096,Deerfield Beach,FL,,
2097,Noack (near Thrall),TX,,
2098,Fort Madison,IA,,
2099,Gorham,NH,,
2100,Buna,TX,,
2101,Moline,IL,,
2102,Decatur,GA,,
2103,Portland,OR,,
2104,Mequon,WI,,
2105,Havre,MT,,
2106,North Myrtle Beach,SC,,
2107,Hatteras,VA,,
2108,Thornville,OH,,
2109,Havre,MT,,
2110,Havre,MT,,
2113,LeRoy,KS,,
2114,Carrizozo,NM,,
2115,Lisle,IL,,
2116,Waco,TX,,
2117,McDonald Observatory,TX,,
2118,Columbia,PA,,
2119,Arlington,TX,,
2120,Mount Washington,KY,,
2121,Boonville,NC,,
2122,Pelican Lake,WI,,
2123,Fresno (near),CA,,
2124,Gastonia,NC,,
2125,New Orleans,LA,,
2126,Cape Hatteras,NC,,
2127,Murfreesboro,TN,,
2128,Flint,MI,,
2130,Poolesville/Dickerson,MD,,
2131,Scottsdale,AZ,,
2132,Vallejo,CA,,
2133,Edison,NJ,,
2134,Orland Park,IL,,
2135,Silver Spring,MD,,
2137,Edwards AFB,CA,,
2138,New Wimington,PA,,
2139,Mesquite,TX,,
2140,Eldridge,IA,,
2141,North Miami Beach,FL,,
2143,Queen Creek,AZ,,
2144,North Miami,FL,,
2145,Lauderhill,FL,,
2147,Tinley Park,IL,,
2148,Yuma (outside of),AZ,,
2149,Auburn,WA,,
2150,Moline,IL,,
2151,Pueblo,CO,,
2152,Springfield,MO,,
2153,Loveland,CO,,
2154,Wellston,MI,,
2155,Bastrop,LA,,
2156,Clementon,NJ,,
2157,Americus,GA,,
2158,Schuylkill Haven,PA,,
2159,Converse,IN,,
2160,Brentwood,NH,,
2161,Seattle,WA,,
2162,Cary,NC,,
2163,Mineola,TX,,
2164,Thrall,LA,,
2165,Phoenix,OR,,
2166,Spanaway,WA,,
2167,Earp,CA,,
2168,Northfield,MN,,
2169,Terlton,OK,,
2170,Brainerd,MN,,
2171,Lewisburg,TN,,
2173,Loretto,PA,,
2174,Bainbridge,NY,,
2175,Garden City,ID,,
2176,Chester,AR,,
2177,Clifton,CO,,
2178,Danbury,NH,,
2180,Rockford,MI,,
2181,Green Sea,SC,,
2182,Heflin,AL,,
2184,Laurelville,OH,,
2185,Harrisburg,MO,,
2186,Charlottesville,VA,,
2187,Grove Hill,AL,,
2189,Apex,NC,,
2190,Groton,CT,,
2191,Ware Shoals,SC,,
2192,Santa Barbara,CA,,
2193,Lee Vining,CA,,
2194,Puckett,MS,,
2195,Sierra Vista,AZ,,
2196,Folly Beach,SC,,
2197,Louisville,KY,,
2198,Charleston,SC,,
2199,Bangor,ME,,
2200,James Island,SC,,
2201,Butler,MO,,
2202,James Island,SC,,
2203,Detroit Michigan,MI,,
2205,Palo Alto/San Francisco,CA,,
2206,Denver,CO,,
2207,Columbia - Stephens Lake,MO,,
2209,Sunset,SC,,
2210,Fernwood,ID,,
2211,Parsons,KS,,
2212,St. Augustine,FL,,
2214,Fordsville,KY,,
2215,The Colony,TX,,
2216,San Antonio,TX,,
2218,Lakeland,FL,,
2219,Lake Charles,LA,,
2222,Fremont,CA,,
2223,Quartzsite,AZ,,
2224,Camp Verde,AZ,,
2225,Westfield,MA,,
2226,Laplata,MD,,
2227,Steamboat Springs,CO,,
2228,Pensacola,FL,,
2229,Cincinnati,OH,,
2230,Boise,ID,,
2231,Bellingham,WA,,
2232,Dresden,OH,,
2233,Wayne,NJ,,
2234,Virginia Beach,VA,,
2235,Woodstock,GA,,
2236,Richfield,MN,,
2237,Tinley Park,IL,,
2238,Atlantic City,NJ,,
2239,Danielson,CT,,
2240,Glennallen,AK,,
2242,Petelo (near),MO,,
2243,Miami,OK,,
2245,Austin,TX,,
2246,Charleston,WV,,
2247,Murphy,NC,,
2248,Jefferson,GA,,
2249,Tucson,AZ,,
2250,Lenexa,KS,,
2251,Sabine Pass,TX,,
2252,Osceola,IA,,
2253,Osceloa,IA,,
2254,Springdale,AR,,
2256,Spokane,WA,,
2257,Alexandria,LA,,
2259,Charlotte,NC,,
2260,Wasilla,AK,,
2261,Warwick,RI,,
2262,Sebring,FL,,
2263,Edina,MN,,
2264,Boca Raton,FL,,
2265,Maumelle,AR,,
2266,Phoenix,AZ,,
2269,Fort Bayard,NM,,
2270,Tallahassee,FL,,
2271,Easley,SC,,
2272,Bakersfield,CA,,
2273,Wickliffe,KY,,
2274,Wickliffe,KY,,
2276,West Tawakoni,TX,,
2277,Washington,PA,,
2278,Bunker,MO,,
2279,Charlotte,NC,,
2280,Willow Creek,CA,,
2281,Callaway,VA,,
2283,Pe Ell,WA,,
2286,Byron,IL,,
2287,Goodland,KS,,
2288,Hampstead/Plaistow,NH,,
2289,Natchitoches,LA,,
2290,Orange Grove,TX,,
2293,Fulton,NY,,
2294,Centralia,IL,,
2296,Charleston ??  (in-flight sighting),SC,,
2298,Moberly,MO,,
2299,Wilmington,IL,,
2300,Portland,OR,,
2301,Fergus Falls,MN,,
2303,Littleton,CO,,
2304,Cyril,OK,,
2306,Huntsville,TX,,
2313,Pasco,WA,,
2314,Scotland,PA,,
2316,Ann Arbor,MI,,
2317,Fredericksburg,VA,,
2319,San Antonio/Laredo (between),TX,,
2320,I-80 (unknown city proximity),NY,,
2322,Hillsville,VA,,
2323,Columbus,OH,,
2324,Brookings,OR,,
2325,Hanover,PA,,
2327,South Bend,IN,,
2330,Mammoth Lakes (near ),CA,,
2332,Owensboro,KY,,
2333,Florence,SC,,
2334,San Bernardino,CA,,
2335,Atascadero,CA,,
2336,Wilksboro,NC,,
2337,Winder,GA,,
2338,Carmel,IN,,
2339,Columbus,GA,,
2340,McPherson,KS,,
2341,Woodland Hills,CA,,
2344,Wellston,MI,,
2345,Granite Falls,WA,,
2346,Delray Beach,FL,,
2347,Fairbanks,AK,,
2348,Union City,CA,,
2349,Dallas,OR,,
2350,Questa,NM,,
2351,Hogback Mountain,VT,,
2352,Lake Elsinore,CA,,
2353,"Furnace Creek, ca (death valley)",CA,,
2356,Pullmam,WA,,
2357,Greenwood,IN,,
2358,Franklin,MA,,
2359,Lawley,AL,,
2360,Burlingame,CA,,
2362,Richmond,VA,,
2363,Sanford,ME,,
2365,Interstate 80/I-76;  into Colorado begins (,NE,,
2366,Manchester,CT,,
2367,Southwick,MA,,
2368,Charlotte,NC,,
2369,Amarillo,TX,,
2370,Allison,TX,,
2373,Junction City,OR,,
2374,Cascade,ID,,
2375,Patterson,CA,,
2376,Los Angeles,CA,,
2377,Shirley Basin Road,WY,,
2378,Massillon,OH,,
2379,Columbus,OH,,
2380,Grand Rapids,MI,,
2381,Arlington,VA,,
2382,New Britain,CT,,
2383,Redding,CA,,
2384,Portland,OR,,
2385,Sedona,AZ,,
2386,Grand Ledge,MI,,
2387,American Canyon,CA,,
2388,Brookfield,MO,,
2389,Downey,ID,,
2390,Colorado Springs,CO,,
